dataset,seed,C,alpha,train_accuracy,val_accuracy,test_accuracy,train_f1_weighted,val_f1_weighted,test_f1_weighted,train_val_gap,train_test_gap,coef_l2_norm
uci_glass_identification,42,0.0001,10000.0,0.35570469798657717,0.34375,0.36363636363636365,0.18665692072562962,0.17587209302325582,0.19393939393939394,0.011954697986577167,-0.007931665649786479,0.008460749657659052
uci_glass_identification,42,0.0003,3333.3333333333335,0.35570469798657717,0.34375,0.36363636363636365,0.18665692072562962,0.17587209302325582,0.19393939393939394,0.011954697986577167,-0.007931665649786479,0.025113292845800595
uci_glass_identification,42,0.001,1000.0,0.35570469798657717,0.34375,0.3939393939393939,0.18758556212227456,0.17587209302325582,0.2539026629935721,0.011954697986577167,-0.038234695952816755,0.08059318121502287
uci_glass_identification,42,0.003,333.3333333333333,0.42953020134228187,0.375,0.48484848484848486,0.3232688914042868,0.26393581081081086,0.402020202020202,0.05453020134228187,-0.05531828350620299,0.21728480749137088
uci_glass_identification,42,0.01,100.0,0.5503355704697986,0.59375,0.6060606060606061,0.5025621027714495,0.5271428571428571,0.5555555555555555,-0.04341442953020136,-0.05572503559080744,0.5385733298248931
uci_glass_identification,42,0.03,33.333333333333336,0.5704697986577181,0.625,0.6060606060606061,0.5159579780873454,0.5526556776556776,0.5555555555555555,-0.054530201342281925,-0.035590807402888,1.0348195242032794
uci_glass_identification,42,0.1,10.0,0.6241610738255033,0.6875,0.6666666666666666,0.5845009457885862,0.6277777777777778,0.6348096348096348,-0.06333892617449666,-0.04250559284116329,1.8782380795667661
uci_glass_identification,42,0.3,3.3333333333333335,0.6510067114093959,0.71875,0.6666666666666666,0.6223278664112293,0.6830018939393939,0.6412375503284594,-0.06774328859060408,-0.015659955257270708,3.0404429193771594
uci_glass_identification,42,1.0,1.0,0.6577181208053692,0.6875,0.7272727272727273,0.6308156195521238,0.6502415458937199,0.7138292011019284,-0.029781879194630823,-0.06955460646735812,4.969848177508115
uci_glass_identification,42,3.0,0.3333333333333333,0.6845637583892618,0.65625,0.7272727272727273,0.6612219272877347,0.6229166666666667,0.7138292011019284,0.028313758389261756,-0.04270896888346554,7.814539996586529
uci_glass_identification,42,10.0,0.1,0.697986577181208,0.625,0.7272727272727273,0.6762662064291179,0.6020833333333333,0.7156177156177156,0.07298657718120805,-0.029286150091519247,12.622048128113967
uci_glass_identification,42,30.0,0.03333333333333333,0.6912751677852349,0.5625,0.696969696969697,0.6697624361725552,0.5301136363636363,0.684396411669139,0.1287751677852349,-0.005694529184462116,18.636016169413203
uci_glass_identification,42,100.0,0.01,0.7046979865771812,0.5625,0.7272727272727273,0.688824983896773,0.5301136363636363,0.7115600448933781,0.1421979865771812,-0.022574740695546103,26.74442265752169
uci_glass_identification,42,300.0,0.0033333333333333335,0.7114093959731543,0.5625,0.7575757575757576,0.6997527375485695,0.5301136363636363,0.7430952885498339,0.14890939597315433,-0.046166361602603234,36.0383192096634
uci_glass_identification,42,1000.0,0.001,0.7248322147651006,0.5625,0.696969696969697,0.7127045802425527,0.5301136363636363,0.685032139577594,0.16233221476510062,0.027862517795403607,55.30971583134696
uci_connectionist_bench_sonar,7,0.0001,10000.0,0.5310344827586206,0.5483870967741935,0.53125,0.3683752718235477,0.3884408602150538,0.36862244897959184,-0.017352614015572865,-0.00021551724137935935,0.011531671694341643
uci_connectionist_bench_sonar,7,0.0003,3333.3333333333335,0.6413793103448275,0.6451612903225806,0.59375,0.5756404737991615,0.5737297069365381,0.4946026282853567,-0.0037819799777530916,0.047629310344827536,0.03280730233822789
uci_connectionist_bench_sonar,7,0.001,1000.0,0.7793103448275862,0.7741935483870968,0.65625,0.7705429789118282,0.7641241414032438,0.6332847295864263,0.005116796440489457,0.12306034482758621,0.09392391376376491
uci_connectionist_bench_sonar,7,0.003,333.3333333333333,0.8,0.8387096774193549,0.78125,0.7978666666666667,0.8390467522836822,0.7806034482758621,-0.03870967741935483,0.018750000000000044,0.21292342462610514
uci_connectionist_bench_sonar,7,0.01,100.0,0.8482758620689655,0.8709677419354839,0.6875,0.8482758620689655,0.8712365591397849,0.6875,-0.022691879866518327,0.16077586206896555,0.4474288015915899
